personas,3075646
varones,1444545
mujeres,1631101
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2020-01-01,0,0,0,0,1,0,0,0
2020-01-02,0,0,0,0,0,1,1,0
2020-01-03,0,0,0,0,0,0,0,0
2020-01-04,0,0,1,1,0,1,1,0
2020-01-05,0,0,0,0,0,1,1,0
2020-01-06,0,0,0,28,0,1,1,0
2020-01-07,0,0,0,19,0,0,0,0
2020-01-08,0,0,0,0,0,0,0,0
2020-01-09,0,0,0,0,0,0,0,0
2020-01-10,0,0,0,66,0,0,0,0
2020-01-11,0,0,0,0,0,0,0,0
2020-01-12,0,0,0,30,0,1,1,0
2020-01-13,0,0,0,0,0,0,0,0
2020-01-14,0,0,0,0,0,0,0,0
2020-01-15,0,0,0,0,0,0,0,0
2020-01-16,0,0,0,0,0,0,0,0
2020-01-17,0,0,0,0,0,0,0,0
2020-01-18,0,0,0,0,0,0,0,0
2020-01-19,0,0,0,0,0,0,0,0
2020-01-20,0,0,0,0,0,2,2,0
2020-01-21,0,0,0,0,0,1,1,0
2020-01-22,0,0,0,0,0,0,0,0
2020-01-23,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,1,1,0
2020-01-25,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,1,1,0
2020-01-27,0,0,0,11,0,2,2,0
2020-01-28,0,0,0,0,0,0,0,0
2020-01-29,0,0,0,0,0,1,1,0
2020-01-30,0,0,0,9,0,1,1,0
2020-01-31,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,30,0,1,1,0
2020-02-02,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,1,1,0
2020-02-04,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,1,1,0
2020-02-09,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,2,0,0,0,0
2020-02-12,0,0,0,5,0,1,1,0
2020-02-13,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,2,2,0
2020-02-21,0,0,0,0,0,1,1,0
2020-02-22,0,0,0,0,0,4,4,0
2020-02-23,0,0,0,0,0,0,0,0
2020-02-24,0,0,1,1,0,0,0,0
2020-02-25,0,0,0,10,0,1,1,0
2020-02-26,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,2,2,0
2020-02-28,0,0,0,4,0,1,1,0
2020-02-29,0,0,0,0,0,1,1,0
2020-03-01,0,0,0,0,1,2,2,0
2020-03-02,0,0,0,2,0,2,2,1
2020-03-03,0,0,1,3,2,1,1,1
2020-03-04,0,1,0,2,1,6,6,0
2020-03-05,0,0,0,4,1,3,3,5
2020-03-06,0,1,4,6,3,6,6,2
2020-03-07,1,0,1,5,1,2,2,1
2020-03-08,0,0,2,9,0,3,4,1
2020-03-09,0,1,1,4,2,11,11,1
2020-03-10,0,0,1,13,2,5,5,3
2020-03-11,0,0,2,15,6,17,17,5
2020-03-12,0,1,1,17,9,18,17,10
2020-03-13,0,0,3,21,7,21,21,10
2020-03-14,0,0,5,24,8,16,16,3
2020-03-15,0,1,7,36,7,19,20,7
2020-03-16,0,0,3,28,8,20,21,9
2020-03-17,0,2,6,39,16,29,32,21
2020-03-18,1,0,17,70,9,21,22,12
2020-03-19,0,0,3,29,16,31,30,11
2020-03-20,0,3,10,68,14,29,28,29
2020-03-21,0,3,27,81,18,36,35,23
2020-03-22,0,3,12,41,23,21,20,20
2020-03-23,0,2,14,58,30,40,40,28
2020-03-24,0,1,26,85,27,24,24,39
2020-03-25,2,3,32,95,14,32,32,28
2020-03-26,0,5,45,133,18,25,27,24
2020-03-27,1,3,23,85,19,23,28,27
2020-03-28,1,3,23,83,15,17,18,15
2020-03-29,0,2,20,66,23,22,30,24
2020-03-30,0,5,16,111,22,24,23,36
2020-03-31,0,3,26,160,23,23,21,19
2020-04-01,1,5,20,138,33,31,31,35
2020-04-02,0,2,34,186,29,32,25,45
2020-04-03,0,3,33,311,15,22,26,28
2020-04-04,2,2,36,271,9,28,29,13
2020-04-05,3,4,20,207,20,15,20,20
2020-04-06,3,1,37,205,19,18,16,32
2020-04-07,1,5,13,294,14,19,22,34
2020-04-08,3,0,28,331,18,18,23,20
2020-04-09,4,1,24,310,5,17,17,29
2020-04-10,2,0,24,241,7,26,27,7
2020-04-11,2,1,9,244,9,28,27,20
2020-04-12,2,0,8,170,10,29,28,17
2020-04-13,1,1,10,227,16,23,21,26
2020-04-14,6,2,16,263,19,25,26,23
2020-04-15,0,1,32,302,11,30,29,28
2020-04-16,3,0,18,309,12,40,41,26
2020-04-17,2,0,15,323,15,28,34,28
2020-04-18,0,2,25,284,23,35,45,28
2020-04-19,2,1,19,219,25,36,61,31
2020-04-20,1,4,15,282,19,66,79,43
2020-04-21,4,1,53,460,41,55,59,40
2020-04-22,2,3,24,333,58,67,65,50
2020-04-23,3,4,49,411,42,67,41,109
2020-04-24,5,3,77,478,36,74,61,69
2020-04-25,4,0,55,395,21,53,51,46
2020-04-26,1,0,33,330,15,44,43,29
2020-04-27,3,5,39,332,31,59,63,65
2020-04-28,5,1,42,393,15,53,53,44
2020-04-29,5,0,27,492,10,58,53,56
2020-04-30,3,1,26,403,32,79,75,48
2020-05-01,8,1,57,372,21,112,116,55
2020-05-02,5,3,48,345,31,79,89,52
2020-05-03,1,1,41,273,17,115,144,43
2020-05-04,3,5,53,396,39,94,115,71
2020-05-05,2,3,78,477,60,134,142,107
2020-05-06,1,5,103,500,48,140,204,109
2020-05-07,3,8,135,521,71,162,146,163
2020-05-08,3,4,107,486,80,180,192,142
2020-05-09,4,3,147,440,60,155,175,135
2020-05-10,4,4,121,407,43,257,247,194
2020-05-11,5,6,171,590,83,204,239,142
