FECHA,confirmed,deaths,estimation,ratio,new confirmed,new deaths,new estimated,new ratio,new confirmed (7d),new deaths (7d),new estimated (7d),new ratio (7d)
2020-01-01,3,0,0.0,,3,0,0.0,,,,0.0,
2020-01-02,3,0,0.0,,0,0,0.0,,,,0.0,
2020-01-03,3,0,0.0,,0,0,0.0,,,,0.0,
2020-01-04,3,0,0.0,,0,0,0.0,,0.42857142857142855,0.0,0.0,
2020-01-05,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-06,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-07,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-08,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-09,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-10,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-11,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-12,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-13,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-14,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-15,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-16,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-17,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-18,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-19,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-20,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-21,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-22,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-23,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-24,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-25,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-26,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-27,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-28,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-29,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-30,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-01-31,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-01,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-02,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-03,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-04,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-05,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-06,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-07,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-08,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-09,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-10,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-11,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-12,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-13,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-14,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-15,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-16,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-17,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-18,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-19,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-20,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-21,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-22,3,0,0.0,,0,0,0.0,,0.0,0.0,0.0,
2020-02-23,3,0,0.0,,0,0,0.0,,0.0,0.0,14.285714285714285,0.0
2020-02-24,3,0,0.0,,0,0,0.0,,0.0,0.0,14.285714285714285,0.0
2020-02-25,3,0,0.0,,0,0,0.0,,0.0,0.0,14.285714285714285,0.0
2020-02-26,3,0,100.0,0.03,0,0,100.0,0.0,0.0,0.0,14.285714285714285,0.0
